cond;age;gender;dotx;doty;fingerx;fingery;;distance;;;;;;;
3d;24;f;1004;232;611;562;;513,1754086;;;;;;;
3d;24;f;1008;239;598;549;;514,003891;;;;;;;
3d;24;f;1011;246;584;531;;513,3751065;;;;;;;
3d;24;f;1014;252;571;512;;513,6623405;;;;;;;
3d;24;f;1017;259;565;500;;512,2352975;;;;;;;
3d;24;f;1020;266;555;482;;512,7192214;;;;;;;
3d;24;f;1023;273;545;463;;514,3772934;;;;;;;
3d;24;f;1025;280;536;445;;516,0872019;;;;;;;
3d;24;f;1027;287;526;426;;519,9249946;;;;;;;
3d;24;f;1030;295;521;416;;523,1844799;;;;;;;
3d;24;f;1032;302;515;398;;525,8374273;;;;;;;
3d;24;f;1033;309;509;382;;529,060488;;;;;;;
3d;24;f;1035;317;506;369;;531,5496214;;;;;;;
3d;24;f;1036;324;505;362;;532,3579623;;;;;;;
3d;24;f;1038;332;504;346;;534,1834891;;;;;;;
3d;24;f;1039;339;504;330;;535,0756956;;;;;;;
3d;24;f;1040;347;506;314;;535,0186913;;;;;;;
3d;24;f;1041;354;509;301;;534,6335193;;;;;;;
3d;24;f;1041;362;510;294;;535,3363429;;;;;;;
3d;24;f;1041;369;514;281;;534,296734;;;;;;;
3d;24;f;1041;376;518;270;;533,6337695;;;;;;;
3d;24;f;1040;383;523;260;;531,4301459;;;;;;;
3d;24;f;1039;389;527;250;;530,5327511;;;;;;;
3d;24;f;1038;396;529;246;;530,6420639;;;;;;;
3d;24;f;1037;403;533;237;;530,6335836;;;;;;;
3d;24;f;1035;410;538;228;;529,2759205;;;;;;;
3d;24;f;1034;417;542;220;;529,9745277;;;;;;;
3d;24;f;1032;423;544;216;;530,0877286;;;;;;;
3d;24;f;1030;430;549;209;;529,3410999;;;;;;;
3d;24;f;1028;437;553;203;;529,510151;;;;;;;
3d;24;f;1026;443;557;196;;530,0660336;;;;;;;
3d;24;f;1023;450;562;189;;529,7565479;;;;;;;
3d;24;f;1021;457;564;186;;531,3097025;;;;;;;
3d;24;f;1018;463;568;179;;532,1240457;;;;;;;
3d;24;f;1015;469;573;172;;532,5157275;;;;;;;
3d;24;f;1012;476;579;165;;533,1134964;;;;;;;
3d;24;f;1009;482;585;159;;533,0150092;;;;;;;
3d;24;f;1005;488;589;155;;532,8648984;;;;;;;
3d;24;f;1002;495;596;148;;534,0833268;;;;;;;
3d;24;f;998;501;605;141;;532,9624752;;;;;;;
3d;24;f;994;507;613;134;;533,188522;;;;;;;
3d;24;f;990;513;617;131;;533,9035493;;;;;;;
3d;24;f;986;519;624;126;;534,3154499;;;;;;;
3d;24;f;981;524;633;120;;533,2166539;;;;;;;
3d;24;f;977;530;642;116;;532,5607947;;;;;;;
3d;24;f;972;535;649;113;;531,4254416;;;;;;;
3d;24;f;968;541;652;111;;533,6253367;;;;;;;
3d;24;f;963;546;660;109;;531,7687467;;;;;;;
3d;24;f;958;551;669;107;;529,7707051;;;;;;;
3d;24;f;953;557;677;106;;528,7504137;;;;;;;
3d;24;f;948;562;684;105;;527,7736257;;;;;;;
3d;24;f;942;566;687;104;;527,7016202;;;;;;;
3d;24;f;937;571;698;104;;524,604613;;;;;;;
3d;24;f;931;576;708;104;;522,027777;;;;;;;
3d;24;f;926;580;723;103;;518,3994599;;;;;;;
3d;24;f;920;585;730;102;;519,0269743;;;;;;;
3d;24;f;914;589;744;99;;518,6520992;;;;;;;
3d;24;f;908;593;763;96;;517,7200015;;;;;;;
3d;24;f;902;597;778;92;;520,0009615;;;;;;;
3d;24;f;896;600;794;90;;520,0999904;;;;;;;
3d;24;f;890;604;800;89;;522,8049349;;;;;;;
3d;24;f;884;608;812;88;;524,9609509;;;;;;;
3d;24;f;878;611;824;88;;525,7803724;;;;;;;
3d;24;f;871;614;833;88;;527,3708373;;;;;;;
3d;24;f;865;617;842;89;;528,5007096;;;;;;;
3d;24;f;858;620;846;90;;530,1358317;;;;;;;
3d;24;f;852;623;855;92;;531,0084745;;;;;;;
3d;24;f;845;625;861;94;;531,2409999;;;;;;;
3d;24;f;839;627;868;97;;530,7928033;;;;;;;
3d;24;f;832;630;878;101;;530,9962335;;;;;;;
3d;24;f;825;632;883;103;;532,1700856;;;;;;;
3d;24;f;818;633;892;107;;531,1798189;;;;;;;
3d;24;f;812;635;904;111;;532,0150374;;;;;;;
3d;24;f;805;636;916;116;;531,7151493;;;;;;;
3d;24;f;798;638;921;119;;533,37604;;;;;;;
3d;24;f;791;639;930;124;;533,4285332;;;;;;;
3d;24;f;785;640;941;132;;531,4132102;;;;;;;
3d;24;f;778;641;951;139;;530,973634;;;;;;;
3d;24;f;771;641;959;147;;528,5640926;;;;;;;
3d;24;f;764;641;965;152;;528,6984017;;;;;;;
3d;24;f;756;641;974;162;;526,2746431;;;;;;;
3d;24;f;749;640;983;171;;524,1345247;;;;;;;
3d;24;f;741;639;993;183;;520,9990403;;;;;;;
3d;24;f;734;638;1005;199;;515,9089067;;;;;;;
3d;24;f;726;637;1011;208;;515,0398043;;;;;;;
3d;24;f;719;635;1021;227;;507,6100866;;;;;;;
3d;24;f;711;634;1029;248;;500,1199856;;;;;;;
3d;24;f;704;632;1034;266;;492,8042208;;;;;;;
3d;24;f;697;630;1036;278;;488,6972478;;;;;;;
3d;24;f;689;628;1039;311;;472,2171111;;;;;;;
3d;24;f;682;626;1037;356;;446,0100896;;;;;;;
3d;24;f;675;623;1034;397;;424,2133897;;;;;;;
3d;24;f;668;621;1024;435;;401,6615491;;;;;;;
3d;24;f;661;618;1019;448;;396,3130076;;;;;;;
3d;24;f;654;615;1007;475;;379,7486011;;;;;;;
3d;24;f;647;612;991;501;;361,4650744;;;;;;;
3d;24;f;641;609;973;524;;342,7083308;;;;;;;
3d;24;f;634;605;951;548;;322,08384;;;;;;;
3d;24;f;628;602;940;560;;314,8142309;;;;;;;
3d;24;f;621;598;919;580;;298,5431292;;;;;;;
3d;24;f;615;594;899;598;;284,0281676;;;;;;;
3d;24;f;609;590;878;612;;269,8981289;;;;;;;
3d;24;f;603;586;868;619;;267,0468124;;;;;;;
3d;24;f;597;582;849;630;;256,5306999;;;;;;;
3d;24;f;591;577;831;637;;247,3863375;;;;;;;
3d;24;f;585;573;817;642;;242,0433845;;;;;;;
3d;24;f;580;568;804;645;;236,8649404;;;;;;;
3d;24;f;574;563;798;647;;239,2321049;;;;;;;
3d;24;f;569;558;789;648;;237,6972865;;;;;;;
3d;24;f;564;553;782;649;;238,2015953;;;;;;;
3d;24;f;559;548;773;649;;236,6368526;;;;;;;
3d;24;f;554;542;766;649;;237,4721036;;;;;;;
3d;24;f;550;537;762;648;;239,3010656;;;;;;;
3d;24;f;545;532;756;647;;240,3039742;;;;;;;
3d;24;f;541;526;748;645;;238,7676695;;;;;;;
3d;24;f;537;520;738;643;;235,6480426;;;;;;;
3d;24;f;533;514;733;642;;237,4531533;;;;;;;
3d;24;f;529;508;722;639;;233,2595121;;;;;;;
3d;24;f;525;502;709;635;;227,0352396;;;;;;;
3d;24;f;522;496;698;631;;221,8129843;;;;;;;
3d;24;f;518;490;687;626;;216,9262548;;;;;;;
3d;24;f;515;484;681;623;;216,5109697;;;;;;;
3d;24;f;512;478;670;618;;211,1018711;;;;;;;
3d;24;f;510;471;660;612;;205,8664616;;;;;;;
3d;24;f;507;465;648;604;;197,9949494;;;;;;;
3d;24;f;505;458;638;596;;191,6585506;;;;;;;
3d;24;f;502;452;634;593;;193,1450232;;;;;;;
3d;24;f;500;445;626;586;;189,0952141;;;;;;;
3d;24;f;499;439;618;579;;183,7416665;;;;;;;
3d;24;f;497;432;611;573;;181,3201588;;;;;;;
3d;24;f;496;425;604;566;;177,6091214;;;;;;;
3d;24;f;494;419;601;562;;178,600112;;;;;;;
3d;24;f;493;412;594;555;;175,071414;;;;;;;
3d;24;f;492;405;588;548;;172,2353042;;;;;;;
3d;24;f;492;398;581;539;;166,7393175;;;;;;;
3d;24;f;491;391;578;533;;166,5322792;;;;;;;
3d;24;f;491;385;572;522;;159,1540135;;;;;;;
3d;24;f;491;378;566;514;;155,3093687;;;;;;;
3d;24;f;491;371;560;502;;148,0607983;;;;;;;
3d;24;f;491;364;555;491;;142,2146265;;;;;;;
3d;24;f;491;356;551;484;;141,3647764;;;;;;;
3d;24;f;491;349;545;470;;132,5028302;;;;;;;
3d;24;f;491;341;541;457;;126,3170614;;;;;;;
3d;24;f;492;334;537;443;;117,9237041;;;;;;;
3d;24;f;492;326;533;430;;111,7899817;;;;;;;
3d;24;f;493;319;532;424;;112,0089282;;;;;;;
3d;24;f;494;311;529;412;;106,8924693;;;;;;;
3d;24;f;495;304;526;402;;102,7861858;;;;;;;
3d;24;f;496;297;523;392;;98,762341;;;;;;;
3d;24;f;498;289;522;387;;100,895986;;;;;;;
3d;24;f;500;282;520;378;;98,06120538;;;;;;;
3d;24;f;502;275;519;367;;93,55746897;;;;;;;
3d;24;f;504;268;518;357;;90,09439494;;;;;;;
3d;24;f;506;261;518;347;;86,83317338;;;;;;;
3d;24;f;509;254;518;342;;88,45903006;;;;;;;
3d;24;f;511;248;519;334;;86,37129153;;;;;;;
3d;24;f;514;241;521;325;;84,29116205;;;;;;;
3d;24;f;517;234;522;317;;83,15046602;;;;;;;
3d;24;f;521;228;524;310;;82,0548597;;;;;;;
3d;24;f;524;221;524;307;;86;;;;;;;
3d;24;f;528;215;526;302;;87,02298547;;;;;;;
3d;24;f;531;209;528;297;;88,05112151;;;;;;;
3d;24;f;535;203;529;292;;89,20201791;;;;;;;
3d;24;f;539;197;529;290;;93,53608929;;;;;;;
3d;24;f;544;191;531;285;;94,89467846;;;;;;;
3d;24;f;548;185;533;281;;97,16480844;;;;;;;
3d;24;f;553;180;535;276;;97,67292358;;;;;;;
3d;24;f;558;174;537;273;;101,2027668;;;;;;;
3d;24;f;562;169;537;271;;105,0190459;;;;;;;
3d;24;f;568;164;539;266;;106,0424443;;;;;;;
3d;24;f;573;159;542;260;;105,6503668;;;;;;;
3d;24;f;578;154;545;254;;105,3043209;;;;;;;
3d;24;f;584;150;550;247;;102,7861858;;;;;;;
3d;24;f;589;145;551;244;;106,0424443;;;;;;;
3d;24;f;595;141;555;238;;104,9237819;;;;;;;
3d;24;f;601;137;560;232;;103,4698024;;;;;;;
3d;24;f;607;133;565;224;;100,2247474;;;;;;;
3d;24;f;613;129;567;219;;101,0742301;;;;;;;
3d;24;f;619;125;572;212;;98,88377015;;;;;;;
3d;24;f;626;122;577;206;;97,24710793;;;;;;;
3d;24;f;632;118;583;199;;94,66784037;;;;;;;
3d;24;f;639;115;587;193;;93,74433316;;;;;;;
3d;24;f;645;112;589;189;;95,21029356;;;;;;;
3d;24;f;652;110;594;184;;94,02127419;;;;;;;
3d;24;f;659;107;598;178;;93,60555539;;;;;;;
3d;24;f;666;105;602;174;;94,11163584;;;;;;;
3d;24;f;673;102;607;169;;94,04786016;;;;;;;
3d;24;f;680;100;609;167;;97,62171889;;;;;;;
3d;24;f;687;99;613;163;;97,83659847;;;;;;;
3d;24;f;694;97;616;158;;99,02019996;;;;;;;
3d;24;f;702;96;620;155;;101,0198;;;;;;;
3d;24;f;709;94;622;153;;105,1189802;;;;;;;
3d;24;f;716;93;626;150;;106,5316854;;;;;;;
3d;24;f;724;92;629;147;;109,772492;;;;;;;
3d;24;f;731;92;633;144;;110,941426;;;;;;;
3d;24;f;739;91;638;140;;112,25863;;;;;;;
3d;24;f;746;91;640;138;;115,9525765;;;;;;;
3d;24;f;754;91;645;135;;117,5457358;;;;;;;
3d;24;f;761;91;650;131;;117,9872875;;;;;;;
3d;24;f;769;91;654;128;;120,805629;;;;;;;
3d;24;f;776;91;660;124;;120,6026534;;;;;;;
3d;24;f;782;91;663;122;;122,9715414;;;;;;;
3d;24;f;789;91;672;117;;119,8540779;;;;;;;
3d;24;f;796;92;680;114;;118,0677771;;;;;;;
3d;24;f;803;92;688;110;;116,4001718;;;;;;;
3d;24;f;810;93;700;105;;110,6526095;;;;;;;
3d;24;f;816;94;706;103;;110,3675677;;;;;;;
3d;24;f;823;95;721;97;;102,019606;;;;;;;
3d;24;f;830;96;738;93;;92,04890005;;;;;;;
3d;24;f;837;98;752;88;;85,58621384;;;;;;;
3d;24;f;843;100;759;87;;85;;;;;;;
3d;24;f;850;102;771;85;;80,8084154;;;;;;;
3d;24;f;856;104;780;84;;78,58753082;;;;;;;
3d;24;f;863;106;789;84;;77,20103626;;;;;;;
3d;24;f;869;109;796;84;;77,1621669;;;;;;;
3d;24;f;876;111;799;84;;81,59656856;;;;;;;
3d;24;f;882;114;805;84;;82,63776376;;;;;;;
3d;24;f;888;117;810;85;;84,30895563;;;;;;;
3d;24;f;894;121;814;86;;87,32124598;;;;;;;
3d;24;f;900;124;821;88;;86,81589716;;;;;;;
3d;24;f;907;128;824;89;;91,70605214;;;;;;;
3d;24;f;912;131;831;91;;90,33825325;;;;;;;
3d;24;f;918;135;841;95;;86,76981042;;;;;;;
3d;24;f;924;139;856;101;;77,89736838;;;;;;;
3d;24;f;930;144;864;104;;77,17512553;;;;;;;
3d;24;f;935;148;879;110;;67,67569726;;;;;;;
3d;24;f;941;153;894;115;;60,44005295;;;;;;;
3d;24;f;946;158;908;121;;53,03772242;;;;;;;
3d;24;f;951;162;920;127;;46,75467891;;;;;;;
3d;24;f;956;167;925;131;;47,50789408;;;;;;;
3d;24;f;961;173;937;138;;42,43819035;;;;;;;
3d;24;f;966;178;948;145;;37,58989226;;;;;;;
3d;24;f;971;184;957;152;;34,92849839;;;;;;;
3d;24;f;976;189;967;160;;30,3644529;;;;;;;
3d;24;f;980;195;972;164;;32,01562119;;;;;;;
3d;24;f;984;201;980;171;;30,2654919;;;;;;;
3d;24;f;989;207;989;180;;27;;;;;;;
3d;24;f;993;213;999;190;;23,76972865;;;;;;;
3d;24;f;997;219;1003;195;;24,73863375;;;;;;;
3d;24;f;1000;226;1012;206;;23,32380758;;;;;;;
3d;24;f;1004;232;1019;217;;21,21320344;;;;;;;
3d;24;f;1007;239;1026;227;;22,47220505;;;;;;;
3d;24;f;1011;245;1032;236;;22,84731932;;;;;;;
3d;24;f;1014;252;1035;241;;23,70653918;;;;;;;
3d;24;f;1017;259;1041;252;;25;;;;;;;
3d;24;f;1020;266;1046;261;;26,47640459;;;;;;;
3d;24;f;1022;273;1049;271;;27,07397274;;;;;;;
3d;24;f;1025;280;1053;281;;28,01785145;;;;;;;
3d;24;f;1027;287;1054;287;;27;;;;;;;
3d;24;f;1029;294;1057;297;;28,16025568;;;;;;;
3d;24;f;1031;302;1058;309;;27,89265136;;;;;;;
3d;24;f;1033;309;1060;320;;29,15475947;;;;;;;
3d;24;f;1035;316;1060;326;;26,92582404;;;;;;;
3d;24;f;1036;324;1060;338;;27,78488798;;;;;;;
3d;24;f;1038;331;1060;350;;29,06888371;;;;;;;
3d;24;f;1039;339;1058;360;;28,31960452;;;;;;;
3d;24;f;1040;346;1056;373;;31,38470965;;;;;;;
3d;24;f;1041;354;1055;380;;29,52964612;;;;;;;
3d;24;f;1041;361;1052;392;;32,89376841;;;;;;;
3d;24;f;1041;369;1049;406;;37,85498646;;;;;;;
3d;24;f;1041;375;1046;416;;41,30375286;;;;;;;
3d;24;f;1040;382;1043;427;;45,09988914;;;;;;;
3d;24;f;1039;389;1041;433;;44,04543109;;;;;;;
3d;24;f;1038;396;1037;442;;46,01086828;;;;;;;
3d;24;f;1037;403;1034;449;;46,09772229;;;;;;;
3d;24;f;1035;410;1031;457;;47,16990566;;;;;;;
3d;24;f;1034;416;1029;462;;46,27094121;;;;;;;
3d;24;f;1032;423;1026;469;;46,38965402;;;;;;;
3d;24;f;1030;430;1023;476;;46,5295605;;;;;;;
3d;24;f;1028;436;1019;483;;47,85394446;;;;;;;
3d;24;f;1026;443;1016;490;;48,05205511;;;;;;;
3d;24;f;1023;450;1014;495;;45,89117562;;;;;;;
3d;24;f;1021;456;1011;501;;46,09772229;;;;;;;
3d;24;f;1018;463;1007;507;;45,35416188;;;;;;;
3d;24;f;1015;469;1002;513;;45,88027899;;;;;;;
3d;24;f;1012;476;997;521;;47,4341649;;;;;;;
3d;24;f;1009;482;995;525;;45,22167622;;;;;;;
3d;24;f;1005;488;989;533;;47,75981575;;;;;;;
3d;24;f;1002;494;984;540;;49,39635614;;;;;;;
3d;24;f;998;500;976;549;;53,71219601;;;;;;;
3d;24;f;994;506;973;553;;51,4781507;;;;;;;
3d;24;f;990;512;965;561;;55,00909016;;;;;;;
3d;24;f;986;518;959;567;;55,94640292;;;;;;;
3d;24;f;982;524;952;572;;56,60388679;;;;;;;
3d;24;f;977;530;944;579;;59,07622195;;;;;;;
3d;24;f;973;535;940;581;;56,61271942;;;;;;;
3d;24;f;968;541;931;587;;59,03388857;;;;;;;
3d;24;f;963;546;922;592;;61,61980201;;;;;;;
3d;24;f;958;551;914;596;;62,93647591;;;;;;;
3d;24;f;953;556;905;601;;65,7951366;;;;;;;
3d;24;f;948;561;900;603;;63,78087488;;;;;;;
3d;24;f;943;566;891;607;;66,21933252;;;;;;;
3d;24;f;937;571;882;611;;68,00735254;;;;;;;
3d;24;f;932;576;873;615;;70,72481884;;;;;;;
3d;24;f;926;580;863;619;;74,09453421;;;;;;;
3d;24;f;920;584;858;621;;72,20110802;;;;;;;
3d;24;f;915;589;850;624;;73,8241153;;;;;;;
3d;24;f;909;593;841;628;;76,47875522;;;;;;;
3d;24;f;903;597;833;630;;77,38862966;;;;;;;
3d;24;f;897;600;829;631;;74,73285757;;;;;;;
3d;24;f;890;604;823;632;;72,61542536;;;;;;;
3d;24;f;884;607;818;633;;70,9365914;;;;;;;
3d;24;f;878;611;812;634;;69,89277502;;;;;;;
3d;24;f;872;614;806;635;;69,26037828;;;;;;;
3d;24;f;865;617;803;635;;64,56004957;;;;;;;
3d;24;f;859;620;799;636;;62,09669879;;;;;;;
3d;24;f;852;622;794;637;;59,9082632;;;;;;;
3d;24;f;846;625;789;637;;58,24946352;;;;;;;
3d;24;f;839;627;785;638;;55,10898293;;;;;;;
3d;24;f;832;629;782;638;;50,80354318;;;;;;;
3d;24;f;826;631;777;638;;49,49747468;;;;;;;
3d;24;f;819;633;772;638;;47,26520919;;;;;;;
3d;24;f;812;635;767;638;;45,09988914;;;;;;;
3d;24;f;805;636;764;638;;41,0487515;;;;;;;
3d;24;f;798;638;760;638;;38;;;;;;;
3d;24;f;792;639;756;638;;36,01388621;;;;;;;
3d;24;f;785;640;751;638;;34,05877273;;;;;;;
3d;24;f;778;641;746;638;;32,14031736;;;;;;;
3d;24;f;771;641;743;638;;28,16025568;;;;;;;
3d;24;f;764;641;739;638;;25,17935662;;;;;;;
3d;24;f;757;641;734;637;;23,34523506;;;;;;;
3d;24;f;749;640;730;637;;19,23538406;;;;;;;
3d;24;f;741;639;727;637;;14,14213562;;;;;;;
3d;24;f;734;638;725;637;;9,055385138;;;;;;;
3d;24;f;726;637;721;637;;5;;;;;;;
3d;24;f;719;636;718;637;;1,414213562;;;;;;;
3d;24;f;712;634;714;637;;3,605551275;;;;;;;
3d;24;f;704;632;712;637;;9,433981132;;;;;;;
3d;24;f;697;630;708;636;;12,52996409;;;;;;;
3d;24;f;690;628;705;635;;16,55294536;;;;;;;
3d;24;f;683;626;701;635;;20,1246118;;;;;;;
3d;24;f;675;623;696;634;;23,70653918;;;;;;;
3d;24;f;668;621;694;633;;28,63564213;;;;;;;
3d;24;f;661;618;688;631;;29,96664813;;;;;;;
3d;24;f;655;615;680;628;;28,17800561;;;;;;;
3d;24;f;648;612;671;623;;25,49509757;;;;;;;
3d;24;f;641;609;661;618;;21,9317122;;;;;;;
3d;24;f;634;605;655;614;;22,84731932;;;;;;;
3d;24;f;628;602;645;609;;18,38477631;;;;;;;
3d;24;f;622;598;635;604;;14,31782106;;;;;;;
3d;24;f;615;594;627;598;;12,64911064;;;;;;;
3d;24;f;609;590;622;595;;13,92838828;;;;;;;
3d;24;f;603;586;613;589;;10,44030651;;;;;;;
3d;24;f;597;582;604;581;;7,071067812;;;;;;;
3d;24;f;591;577;596;573;;6,403124237;;;;;;;
3d;24;f;586;573;587;562;;11,04536102;;;;;;;
3d;24;f;580;568;583;558;;10,44030651;;;;;;;
3d;24;f;575;563;576;549;;14,03566885;;;;;;;
3d;24;f;569;558;568;538;;20,02498439;;;;;;;
3d;24;f;564;553;559;526;;27,45906044;;;;;;;
3d;24;f;559;548;549;512;;37,36308338;;;;;;;
3d;24;f;555;543;545;505;;39,29376541;;;;;;;
3d;24;f;550;537;538;491;;47,5394573;;;;;;;
3d;24;f;545;532;533;479;;54,34151268;;;;;;;
3d;24;f;541;526;527;465;;62,58594091;;;;;;;
3d;24;f;537;520;524;459;;62,36986452;;;;;;;
3d;24;f;533;515;519;443;;73,34848328;;;;;;;
3d;24;f;529;509;515;429;;81,21576202;;;;;;;
3d;24;f;525;503;512;417;;86,97700846;;;;;;;
3d;24;f;522;497;510;404;;93,77099765;;;;;;;
3d;24;f;519;491;509;397;;94,53041838;;;;;;;
3d;24;f;515;484;507;384;;100,3194896;;;;;;;
3d;24;f;512;478;506;372;;106,1696755;;;;;;;
3d;24;f;510;472;506;361;;111,0720487;;;;;;;
3d;24;f;507;465;505;350;;115,01739;;;;;;;
3d;24;f;505;459;505;345;;114;;;;;;;
3d;24;f;502;452;505;336;;116,0387866;;;;;;;
3d;24;f;500;446;505;328;;118,1058847;;;;;;;
3d;24;f;499;439;506;318;;121,2023102;;;;;;;
3d;24;f;497;432;506;313;;119,3398508;;;;;;;
3d;24;f;496;426;507;306;;120,503112;;;;;;;
3d;24;f;494;419;509;299;;120,9338662;;;;;;;
3d;24;f;493;412;510;292;;121,1981848;;;;;;;
3d;24;f;492;405;511;283;;123,4706443;;;;;;;
3d;24;f;492;399;512;279;;121,6552506;;;;;;;
3d;24;f;491;392;515;273;;121,3960461;;;;;;;
3d;24;f;491;385;517;266;;121,8072247;;;;;;;
3d;24;f;491;378;521;257;;124,6635472;;;;;;;
3d;24;f;491;371;523;250;;125,1598977;;;;;;;
3d;24;f;491;364;524;247;;121,5647975;;;;;;;
3d;24;f;491;357;527;240;;122,4132346;;;;;;;
3d;24;f;491;349;530;233;;122,380554;;;;;;;
3d;24;f;491;342;533;225;;124,3100961;;;;;;;
3d;24;f;492;334;535;221;;120,9049213;;;;;;;
3d;24;f;492;327;538;214;;122,0040983;;;;;;;
3d;24;f;493;319;543;207;;122,6539849;;;;;;;
3d;24;f;494;312;548;198;;126,1427762;;;;;;;
3d;24;f;495;304;553;190;;127,9062156;;;;;;;
3d;24;f;496;297;555;187;;124,8238759;;;;;;;
3d;24;f;498;290;560;180;;126,2695529;;;;;;;
3d;24;f;500;283;565;172;;128,6312559;;;;;;;
3d;24;f;502;276;572;164;;132,0757358;;;;;;;
3d;24;f;504;268;578;156;;134,2385936;;;;;;;
3d;24;f;506;262;582;153;;132,8796448;;;;;;;
3d;24;f;509;255;588;146;;134,617978;;;;;;;
3d;24;f;511;248;593;141;;134,8072698;;;;;;;
3d;24;f;514;241;599;135;;135,8712626;;;;;;;
3d;24;f;517;235;605;131;;136,2350909;;;;;;;
3d;24;f;520;228;608;128;;133,2066064;;;;;;;
3d;24;f;524;222;613;125;;131,6434579;;;;;;;
3d;24;f;527;215;617;122;;129,4179277;;;;;;;
3d;24;f;531;209;623;119;;128,7012043;;;;;;;
3d;24;f;535;203;625;118;;123,794184;;;;;;;
3d;24;f;539;197;629;116;;121,0826164;;;;;;;
3d;24;f;544;191;635;113;;119,8540779;;;;;;;
3d;24;f;548;186;642;109;;121,5113163;;;;;;;
3d;24;f;553;180;648;107;;119,80818;;;;;;;
3d;24;f;557;175;650;106;;115,8015544;;;;;;;
3d;24;f;562;169;655;104;;113,4636506;;;;;;;
3d;24;f;567;164;661;102;;112,6055061;;;;;;;
3d;24;f;573;159;668;99;;112,3610253;;;;;;;
3d;24;f;578;155;674;97;;112,1605991;;;;;;;
3d;24;f;583;150;677;96;;108,4066419;;;;;;;
3d;24;f;589;145;682;95;;105,5888252;;;;;;;
3d;24;f;595;141;688;93;;104,6565813;;;;;;;
3d;24;f;601;137;693;91;;102,859127;;;;;;;
3d;24;f;607;133;696;91;;98,41239759;;;;;;;
3d;24;f;613;129;701;90;;96,25487001;;;;;;;
3d;24;f;619;125;705;89;;93,23089617;;;;;;;
3d;24;f;625;122;710;89;;91,1811384;;;;;;;
3d;24;f;632;119;713;88;;86,72946443;;;;;;;
3d;24;f;638;115;715;88;;81,59656856;;;;;;;
3d;24;f;645;112;717;88;;75,89466384;;;;;;;
3d;24;f;652;110;720;88;;71,47027354;;;;;;;
3d;24;f;659;107;723;87;;67,05221846;;;;;;;
3d;24;f;666;105;727;86;;63,89053138;;;;;;;
3d;24;f;673;103;728;86;;57,56735186;;;;;;;
3d;24;f;680;101;732;86;;54,12023651;;;;;;;
3d;24;f;687;99;734;85;;49,04079934;;;;;;;
3d;24;f;694;97;736;85;;43,68065934;;;;;;;
3d;24;f;701;96;738;85;;38,60051813;;;;;;;
3d;24;f;709;94;740;85;;32,28002478;;;;;;;
3d;24;f;716;93;742;84;;27,51363298;;;;;;;
3d;24;f;723;93;744;84;;22,84731932;;;;;;;
3d;24;f;731;92;746;84;;17;;;;;;;
3d;24;f;738;91;747;84;;11,40175425;;;;;;;
3d;24;f;746;91;750;84;;8,062257748;;;;;;;
3d;24;f;754;91;752;84;;7,280109889;;;;;;;
3d;24;f;761;91;754;84;;9,899494937;;;;;;;
3d;24;f;768;91;757;84;;13,03840481;;;;;;;
3d;24;f;775;91;758;84;;18,38477631;;;;;;;
3d;24;f;782;91;761;84;;22,13594362;;;;;;;
3d;24;f;789;91;763;84;;26,92582404;;;;;;;
3d;24;f;796;92;765;84;;32,01562119;;;;;;;
