cond;age;gender;dotx;doty;fingerx;fingery;;distance;;;;;;;;
3d;23;m;654;109;556;193;;129,0736224;;;;;;;;
3d;23;m;661;106;562;186;;127,2831489;;;;;;;;
3d;23;m;668;104;568;180;;125,6025477;;;;;;;;
3d;23;m;675;102;572;176;;126,8266534;;;;;;;;
3d;23;m;682;100;578;169;;124,8078523;;;;;;;;
3d;23;m;690;98;584;162;;123,8224535;;;;;;;;
3d;23;m;697;96;590;156;;122,6743657;;;;;;;;
3d;23;m;704;95;594;153;;124,3543325;;;;;;;;
3d;23;m;711;94;599;148;;124,3382483;;;;;;;;
3d;23;m;719;93;606;143;;123,5677952;;;;;;;;
3d;23;m;726;92;611;139;;124,2336508;;;;;;;;
3d;23;m;734;92;614;137;;128,1600562;;;;;;;;
3d;23;m;741;91;619;132;;128,7050893;;;;;;;;
3d;23;m;749;91;625;127;;129,1200991;;;;;;;;
3d;23;m;756;91;633;123;;127,0944531;;;;;;;;
3d;23;m;764;91;636;121;;131,4686274;;;;;;;;
3d;23;m;771;91;643;119;;131,0267148;;;;;;;;
3d;23;m;778;91;652;116;;128,4562182;;;;;;;;
3d;23;m;785;91;660;114;;127,0983871;;;;;;;;
3d;23;m;791;91;665;113;;127,9062156;;;;;;;;
3d;23;m;798;92;673;110;;126,2893503;;;;;;;;
3d;23;m;805;92;682;108;;124,036285;;;;;;;;
3d;23;m;812;93;691;105;;121,5935854;;;;;;;;
3d;23;m;819;94;696;104;;123,4058345;;;;;;;;
3d;23;m;825;96;705;101;;120,1041215;;;;;;;;
3d;23;m;832;97;714;99;;118,0169479;;;;;;;;
3d;23;m;839;99;719;98;;120,0041666;;;;;;;;
3d;23;m;845;100;732;97;;113,039816;;;;;;;;
3d;23;m;852;102;741;97;;111,1125555;;;;;;;;
3d;23;m;858;105;752;97;;106,3014581;;;;;;;;
3d;23;m;865;107;758;97;;107,4662738;;;;;;;;
3d;23;m;871;110;768;97;;103,8171469;;;;;;;;
3d;23;m;878;112;777;96;;102,2594739;;;;;;;;
3d;23;m;884;115;788;96;;97,86214794;;;;;;;;
3d;23;m;890;118;792;96;;100,4390362;;;;;;;;
3d;23;m;896;122;801;95;;98,762341;;;;;;;;
3d;23;m;903;125;808;95;;99,62429423;;;;;;;;
3d;23;m;908;129;817;95;;97,14422268;;;;;;;;
3d;23;m;914;133;821;95;;100,4639239;;;;;;;;
3d;23;m;920;137;827;95;;102,0441081;;;;;;;;
3d;23;m;926;141;833;96;;103,3150521;;;;;;;;
3d;23;m;932;145;838;96;;106,0047169;;;;;;;;
3d;23;m;937;150;840;97;;110,5350623;;;;;;;;
3d;23;m;943;154;847;98;;111,1395519;;;;;;;;
3d;23;m;948;159;853;100;;111,8302285;;;;;;;;
3d;23;m;953;164;858;102;;113,4416149;;;;;;;;
3d;23;m;958;169;860;103;;118,1524439;;;;;;;;
3d;23;m;963;174;865;105;;119,8540779;;;;;;;;
3d;23;m;968;180;871;107;;121,4001647;;;;;;;;
3d;23;m;973;185;876;109;;123,227432;;;;;;;;
3d;23;m;977;191;879;110;;127,1416533;;;;;;;;
3d;23;m;982;197;885;113;;128,3160161;;;;;;;;
3d;23;m;986;203;890;115;;130,2305648;;;;;;;;
3d;23;m;990;209;896;119;;130,1383879;;;;;;;;
3d;23;m;994;215;899;120;;134,3502884;;;;;;;;
3d;23;m;998;221;906;125;;132,9661611;;;;;;;;
3d;23;m;1002;228;912;131;;132,321578;;;;;;;;
3d;23;m;1005;234;916;135;;133,1240023;;;;;;;;
3d;23;m;1009;241;918;137;;138,1918956;;;;;;;;
3d;23;m;1012;248;924;143;;137;;;;;;;;
3d;23;m;1015;254;929;147;;137,277092;;;;;;;;
3d;23;m;1018;261;931;150;;141,0319113;;;;;;;;
3d;23;m;1021;268;937;156;;140;;;;;;;;
3d;23;m;1023;275;943;161;;139,2695229;;;;;;;;
3d;23;m;1026;282;947;165;;141,1736519;;;;;;;;
3d;23;m;1028;289;949;166;;146,1848145;;;;;;;;
3d;23;m;1030;297;953;170;;148,519359;;;;;;;;
3d;23;m;1032;304;957;175;;149,2179614;;;;;;;;
3d;23;m;1034;311;961;179;;150,8409759;;;;;;;;
3d;23;m;1035;319;963;182;;154,7675677;;;;;;;;
3d;23;m;1037;326;967;189;;153,8473269;;;;;;;;
3d;23;m;1038;334;970;196;;153,8440769;;;;;;;;
3d;23;m;1039;341;974;202;;153,4470593;;;;;;;;
3d;23;m;1040;349;976;205;;157,5817248;;;;;;;;
3d;23;m;1041;356;980;212;;156,3873396;;;;;;;;
3d;23;m;1041;364;983;219;;156,1697794;;;;;;;;
3d;23;m;1041;371;986;225;;156,0160248;;;;;;;;
3d;23;m;1041;378;989;227;;159,7028491;;;;;;;;
3d;23;m;1040;385;992;232;;160,3527362;;;;;;;;
3d;23;m;1039;391;997;237;;159,6245595;;;;;;;;
3d;23;m;1038;398;1002;245;;157,1782428;;;;;;;;
3d;23;m;1036;405;1004;248;;160,2279626;;;;;;;;
3d;23;m;1035;412;1008;256;;158,3192976;;;;;;;;
3d;23;m;1033;419;1011;262;;158,533908;;;;;;;;
3d;23;m;1031;425;1014;268;;157,9177001;;;;;;;;
3d;23;m;1030;432;1015;272;;160,7015868;;;;;;;;
3d;23;m;1027;439;1019;279;;160,1998752;;;;;;;;
3d;23;m;1025;445;1022;286;;159,0282994;;;;;;;;
3d;23;m;1022;452;1025;291;;161,0279479;;;;;;;;
3d;23;m;1020;458;1027;293;;165,1484181;;;;;;;;
3d;23;m;1017;465;1029;300;;165,4357881;;;;;;;;
3d;23;m;1014;471;1032;309;;162,9969325;;;;;;;;
3d;23;m;1011;478;1035;316;;163,7681288;;;;;;;;
3d;23;m;1008;484;1036;319;;167,3588958;;;;;;;;
3d;23;m;1004;490;1038;325;;168,4666139;;;;;;;;
3d;23;m;1000;496;1040;334;;166,8652151;;;;;;;;
3d;23;m;997;502;1042;343;;165,2452722;;;;;;;;
3d;23;m;993;508;1042;347;;168,2914139;;;;;;;;
3d;23;m;989;514;1042;353;;169,4992625;;;;;;;;
3d;23;m;985;520;1042;362;;167,9672587;;;;;;;;
3d;23;m;980;526;1042;367;;170,6604817;;;;;;;;
3d;23;m;976;532;1040;377;;167,6931722;;;;;;;;
3d;23;m;971;537;1039;383;;168,3448841;;;;;;;;
3d;23;m;966;542;1036;392;;165,5294536;;;;;;;;
3d;23;m;962;548;1035;398;;166,8202626;;;;;;;;
3d;23;m;957;553;1032;408;;163,2482772;;;;;;;;
3d;23;m;951;558;1030;415;;163,370744;;;;;;;;
3d;23;m;946;563;1027;424;;160,8788364;;;;;;;;
3d;23;m;941;568;1025;430;;161,5549442;;;;;;;;
3d;23;m;935;572;1023;439;;159,4772711;;;;;;;;
3d;23;m;930;577;1019;447;;157,5468184;;;;;;;;
3d;23;m;924;581;1017;457;;155;;;;;;;;
3d;23;m;918;586;1015;462;;157,4325252;;;;;;;;
3d;23;m;913;590;1012;469;;156,3393744;;;;;;;;
3d;23;m;907;594;1009;476;;155,9743569;;;;;;;;
3d;23;m;901;598;1006;482;;156,4640534;;;;;;;;
3d;23;m;895;602;1004;486;;159,1760032;;;;;;;;
3d;23;m;888;605;1001;494;;158,3982323;;;;;;;;
3d;23;m;882;609;998;498;;160,5521722;;;;;;;;
3d;23;m;876;612;997;503;;162,8557644;;;;;;;;
3d;23;m;869;615;996;506;;167,3618834;;;;;;;;
3d;23;m;863;618;992;510;;168,2408987;;;;;;;;
3d;23;m;856;621;989;516;;169,4520581;;;;;;;;
3d;23;m;850;623;986;522;;169,401889;;;;;;;;
3d;23;m;843;626;985;526;;173,6778627;;;;;;;;
3d;23;m;837;628;981;532;;173,0664612;;;;;;;;
3d;23;m;830;630;978;536;;175,3282636;;;;;;;;
3d;23;m;823;632;976;538;;179,5689283;;;;;;;;
3d;23;m;817;634;972;543;;179,7386992;;;;;;;;
3d;23;m;810;635;965;550;;176,7766953;;;;;;;;
3d;23;m;803;637;960;556;;176,663522;;;;;;;;
3d;23;m;796;638;957;558;;179,7804216;;;;;;;;
3d;23;m;789;639;951;563;;178,9413312;;;;;;;;
3d;23;m;783;640;946;567;;178,600112;;;;;;;;
3d;23;m;776;641;937;571;;175,5591069;;;;;;;;
3d;23;m;769;641;933;572;;177,9241411;;;;;;;;
3d;23;m;762;641;925;574;;176,2328006;;;;;;;;
3d;23;m;754;641;917;578;;174,7512518;;;;;;;;
3d;23;m;747;640;909;582;;172,0697533;;;;;;;;
3d;23;m;739;639;905;585;;174,5623098;;;;;;;;
3d;23;m;731;638;896;590;;171,8400419;;;;;;;;
3d;23;m;724;636;887;596;;167,8362297;;;;;;;;
3d;23;m;717;635;876;601;;162,5945879;;;;;;;;
3d;23;m;709;633;871;602;;164,9393828;;;;;;;;
3d;23;m;702;632;862;606;;162,0987353;;;;;;;;
3d;23;m;695;630;852;611;;158,1455026;;;;;;;;
3d;23;m;687;627;842;617;;155,3222457;;;;;;;;
3d;23;m;680;625;838;619;;158,113883;;;;;;;;
3d;23;m;673;623;828;623;;155;;;;;;;;
3d;23;m;666;620;818;625;;152,0822146;;;;;;;;
3d;23;m;659;617;810;626;;151,2679741;;;;;;;;
3d;23;m;652;614;806;627;;154,5477273;;;;;;;;
3d;23;m;646;611;797;628;;151,9539404;;;;;;;;
3d;23;m;639;608;789;628;;151,3274595;;;;;;;;
3d;23;m;632;604;782;626;;151,6047493;;;;;;;;
3d;23;m;626;601;778;626;;154,042202;;;;;;;;
3d;23;m;619;597;769;625;;152,5909565;;;;;;;;
3d;23;m;613;593;761;624;;151,211772;;;;;;;;
3d;23;m;607;589;753;623;;149,9066376;;;;;;;;
3d;23;m;601;585;750;623;;153,7693077;;;;;;;;
3d;23;m;595;580;743;622;;153,8440769;;;;;;;;
3d;23;m;589;576;734;622;;152,1216618;;;;;;;;
3d;23;m;584;571;730;622;;154,6512205;;;;;;;;
3d;23;m;578;566;723;622;;155,4380906;;;;;;;;
3d;23;m;573;562;716;622;;155,0774;;;;;;;;
3d;23;m;568;557;707;622;;153,4470593;;;;;;;;
3d;23;m;563;551;703;622;;156,9745202;;;;;;;;
3d;23;m;558;546;695;620;;155,7080602;;;;;;;;
3d;23;m;553;541;688;619;;155,9134375;;;;;;;;
3d;23;m;548;535;680;617;;155,3962677;;;;;;;;
3d;23;m;544;530;675;616;;156,7067325;;;;;;;;
3d;23;m;540;524;667;613;;155,0806242;;;;;;;;
3d;23;m;535;519;659;610;;153,8083223;;;;;;;;
3d;23;m;532;513;652;606;;151,8189711;;;;;;;;
3d;23;m;528;507;649;605;;155,7080602;;;;;;;;
3d;23;m;524;501;640;600;;152,502459;;;;;;;;
3d;23;m;521;495;632;595;;149,4021419;;;;;;;;
3d;23;m;517;488;624;588;;146,4547712;;;;;;;;
3d;23;m;514;482;620;584;;147,1054044;;;;;;;;
3d;23;m;511;476;612;578;;143,5444182;;;;;;;;
3d;23;m;509;470;602;571;;137,2953022;;;;;;;;
3d;23;m;506;463;594;563;;133,2066064;;;;;;;;
3d;23;m;504;457;590;557;;131,8938968;;;;;;;;
3d;23;m;502;450;583;550;;128,6895489;;;;;;;;
3d;23;m;500;443;574;539;;121,2105606;;;;;;;;
3d;23;m;498;437;566;527;;112,8007092;;;;;;;;
3d;23;m;497;430;562;522;;112,6454615;;;;;;;;
3d;23;m;495;423;556;512;;107,8981001;;;;;;;;
3d;23;m;494;417;549;500;;99,5690715;;;;;;;;
3d;23;m;493;410;544;491;;95,7183368;;;;;;;;
3d;23;m;492;403;541;487;;97,24710793;;;;;;;;
3d;23;m;492;396;537;479;;94,41398202;;;;;;;;
3d;23;m;491;389;532;470;;90,78546139;;;;;;;;
3d;23;m;491;383;528;462;;87,23531395;;;;;;;;
3d;23;m;491;376;526;459;;90,0777442;;;;;;;;
3d;23;m;491;369;523;452;;88,95504483;;;;;;;;
3d;23;m;491;362;520;445;;87,92041856;;;;;;;;
3d;23;m;491;354;518;441;;91,0933587;;;;;;;;
3d;23;m;491;347;516;434;;90,52071586;;;;;;;;
3d;23;m;491;339;514;429;;92,89241088;;;;;;;;
3d;23;m;492;332;511;424;;93,94147114;;;;;;;;
3d;23;m;492;324;510;422;;99,63934966;;;;;;;;
3d;23;m;493;317;508;419;;103,0970417;;;;;;;;
3d;23;m;494;309;506;416;;107,6707946;;;;;;;;
3d;23;m;496;302;505;411;;109,3709285;;;;;;;;
3d;23;m;497;295;504;409;;114,2147101;;;;;;;;
3d;23;m;499;287;503;405;;118,0677771;;;;;;;;
3d;23;m;500;280;502;401;;121,0165278;;;;;;;;
3d;23;m;502;273;501;396;;123,004065;;;;;;;;
3d;23;m;505;266;500;393;;127,0983871;;;;;;;;
3d;23;m;507;259;500;389;;130,1883251;;;;;;;;
3d;23;m;509;252;500;383;;131,3087964;;;;;;;;
3d;23;m;512;246;499;377;;131,6434579;;;;;;;;
3d;23;m;515;239;499;373;;134,9518433;;;;;;;;
3d;23;m;518;232;498;366;;135,4843164;;;;;;;;
3d;23;m;522;226;498;359;;135,1480669;;;;;;;;
3d;23;m;525;220;498;350;;132,7742445;;;;;;;;
3d;23;m;529;213;498;346;;136,5650028;;;;;;;;
3d;23;m;533;207;498;337;;134,6291202;;;;;;;;
3d;23;m;537;201;499;330;;134,4804819;;;;;;;;
3d;23;m;541;195;500;319;;130,6024502;;;;;;;;
3d;23;m;545;189;501;314;;132,5179233;;;;;;;;
3d;23;m;549;184;503;305;;129,4488316;;;;;;;;
3d;23;m;554;178;505;296;;127,7693234;;;;;;;;
3d;23;m;559;173;507;291;;128,9496026;;;;;;;;
3d;23;m;564;168;510;281;;125,23977;;;;;;;;
3d;23;m;569;163;514;272;;122,0901306;;;;;;;;
3d;23;m;574;158;517;262;;118,5959527;;;;;;;;
3d;23;m;580;153;521;252;;115,2475596;;;;;;;;
3d;23;m;585;148;523;247;;116,8118145;;;;;;;;
3d;23;m;591;144;527;238;;113,7189518;;;;;;;;
3d;23;m;597;140;532;227;;108,6001842;;;;;;;;
3d;23;m;603;136;535;223;;110,4219181;;;;;;;;
3d;23;m;609;132;541;214;;106,5269919;;;;;;;;
3d;23;m;615;128;547;205;;102,7277957;;;;;;;;
3d;23;m;621;124;554;196;;98,35141077;;;;;;;;
3d;23;m;627;121;556;192;;100,4091629;;;;;;;;
3d;23;m;634;117;563;184;;97,62171889;;;;;;;;
3d;23;m;641;114;571;178;;94,84724561;;;;;;;;
3d;23;m;647;112;579;171;;90,02777349;;;;;;;;
3d;23;m;654;109;583;168;;92,31467922;;;;;;;;
3d;23;m;661;106;591;160;;88,40814442;;;;;;;;
3d;23;m;668;104;601;153;;83,00602388;;;;;;;;
3d;23;m;675;102;610;147;;79,0569415;;;;;;;;
3d;23;m;682;100;615;144;;80,15609771;;;;;;;;
3d;23;m;689;98;623;139;;77,69813383;;;;;;;;
3d;23;m;696;97;634;134;;72,20110802;;;;;;;;
3d;23;m;704;95;642;130;;71,19691005;;;;;;;;
3d;23;m;711;94;645;128;;74,24284477;;;;;;;;
3d;23;m;718;93;653;126;;72,89718787;;;;;;;;
3d;23;m;726;92;662;123;;71,11258679;;;;;;;;
3d;23;m;733;92;671;121;;68,44705983;;;;;;;;
3d;23;m;741;91;674;120;;73,00684899;;;;;;;;
3d;23;m;748;91;683;118;;70,38465742;;;;;;;;
3d;23;m;756;91;690;116;;70,57619995;;;;;;;;
3d;23;m;764;91;699;113;;68,62215386;;;;;;;;
3d;23;m;771;91;702;111;;71,84010022;;;;;;;;
3d;23;m;777;91;710;108;;69,12307864;;;;;;;;
3d;23;m;784;91;718;104;;67,26812024;;;;;;;;
3d;23;m;791;91;723;102;;68,8839604;;;;;;;;
3d;23;m;798;92;732;98;;66,2721661;;;;;;;;
3d;23;m;805;92;740;95;;65,06919394;;;;;;;;
3d;23;m;812;93;749;92;;63,00793601;;;;;;;;
3d;23;m;818;94;759;90;;59,13543777;;;;;;;;
3d;23;m;825;95;763;89;;62,28964601;;;;;;;;
3d;23;m;832;97;772;87;;60,8276253;;;;;;;;
3d;23;m;838;99;780;86;;59,43904441;;;;;;;;
3d;23;m;845;100;785;85;;61,84658438;;;;;;;;
3d;23;m;852;102;793;84;;61,68468205;;;;;;;;
3d;23;m;858;104;800;84;;61,3514466;;;;;;;;
3d;23;m;865;107;807;84;;62,39390996;;;;;;;;
3d;23;m;871;109;811;84;;65;;;;;;;;
3d;23;m;877;112;819;84;;64,40496875;;;;;;;;
3d;23;m;884;115;825;85;;66,18912297;;;;;;;;
3d;23;m;890;118;831;86;;67,11929678;;;;;;;;
3d;23;m;896;122;835;87;;70,32780389;;;;;;;;
3d;23;m;902;125;842;89;;69,97142274;;;;;;;;
3d;23;m;908;129;851;91;;68,50547423;;;;;;;;
3d;23;m;914;132;857;94;;68,50547423;;;;;;;;
3d;23;m;920;136;860;96;;72,11102551;;;;;;;;
3d;23;m;926;141;867;100;;71,84705979;;;;;;;;
3d;23;m;931;145;876;104;;68,60029154;;;;;;;;
3d;23;m;937;149;884;107;;67,62396025;;;;;;;;
3d;23;m;942;154;888;108;;70,9365914;;;;;;;;
3d;23;m;948;159;896;112;;70,09279564;;;;;;;;
3d;23;m;953;164;905;115;;68,59300256;;;;;;;;
3d;23;m;958;169;914;120;;65,8559033;;;;;;;;
3d;23;m;963;174;918;122;;68,76772499;;;;;;;;
3d;23;m;968;180;927;127;;67,00746227;;;;;;;;
3d;23;m;972;185;935;133;;63,82005954;;;;;;;;
3d;23;m;977;191;942;137;;64,35060217;;;;;;;;
3d;23;m;981;197;945;139;;68,26419266;;;;;;;;
3d;23;m;986;203;952;143;;68,9637586;;;;;;;;
3d;23;m;990;209;958;146;;70,66116331;;;;;;;;
3d;23;m;994;215;963;150;;72,01388755;;;;;;;;
3d;23;m;998;221;966;152;;76,05918748;;;;;;;;
3d;23;m;1001;227;972;157;;75,76938696;;;;;;;;
3d;23;m;1005;234;976;162;;77,62087348;;;;;;;;
3d;23;m;1008;240;978;164;;81,70679286;;;;;;;;
3d;23;m;1012;247;982;167;;85,44003745;;;;;;;;
3d;23;m;1015;254;986;171;;87,92041856;;;;;;;;
3d;23;m;1018;261;990;174;;91,39474821;;;;;;;;
3d;23;m;1021;268;991;176;;96,76776323;;;;;;;;
3d;23;m;1023;275;993;180;;99,62429423;;;;;;;;
3d;23;m;1026;282;997;184;;102,2007828;;;;;;;;
3d;23;m;1028;289;1000;190;;102,8834292;;;;;;;;
3d;23;m;1030;296;1002;192;;107,7032961;;;;;;;;
3d;23;m;1032;304;1004;196;;111,5706054;;;;;;;;
3d;23;m;1034;311;1006;201;;113,507709;;;;;;;;
3d;23;m;1035;318;1009;205;;115,9525765;;;;;;;;
3d;23;m;1037;326;1010;207;;122,0245877;;;;;;;;
3d;23;m;1038;333;1013;213;;122,5765067;;;;;;;;
3d;23;m;1039;341;1016;221;;122,184287;;;;;;;;
3d;23;m;1040;348;1018;226;;123,9677377;;;;;;;;
3d;23;m;1041;356;1019;229;;128,8914272;;;;;;;;
3d;23;m;1041;363;1021;234;;130,5411812;;;;;;;;
3d;23;m;1041;371;1024;240;;132,0984481;;;;;;;;
3d;23;m;1041;377;1026;245;;132,849539;;;;;;;;
3d;23;m;1040;384;1027;248;;136,6199107;;;;;;;;
3d;23;m;1039;391;1030;255;;136,2974688;;;;;;;;
3d;23;m;1038;398;1032;260;;138,1303732;;;;;;;;
3d;23;m;1037;405;1034;264;;141,0319113;;;;;;;;
3d;23;m;1035;411;1035;267;;144;;;;;;;;
3d;23;m;1033;418;1038;274;;144,0867794;;;;;;;;
3d;23;m;1032;425;1040;282;;143,2236014;;;;;;;;
3d;23;m;1030;432;1040;290;;142,3516772;;;;;;;;
3d;23;m;1027;438;1040;292;;146,5776245;;;;;;;;
3d;23;m;1025;445;1041;301;;144,8861622;;;;;;;;
3d;23;m;1023;452;1042;311;;142,2743828;;;;;;;;
3d;23;m;1020;458;1041;316;;143,5444182;;;;;;;;
3d;23;m;1017;465;1041;323;;144,0138882;;;;;;;;
3d;23;m;1014;471;1041;332;;141,5980226;;;;;;;;
3d;23;m;1011;477;1042;340;;140,4635184;;;;;;;;
3d;23;m;1008;484;1043;343;;145,2790418;;;;;;;;
3d;23;m;1004;490;1043;348;;147,2582765;;;;;;;;
3d;23;m;1001;496;1044;352;;150,2830662;;;;;;;;
3d;23;m;997;502;1045;356;;153,6879956;;;;;;;;
3d;23;m;993;508;1046;359;;158,1455026;;;;;;;;
3d;23;m;989;514;1047;366;;158,9591142;;;;;;;;
3d;23;m;985;520;1048;372;;160,8508626;;;;;;;;
3d;23;m;980;526;1048;378;;162,8741846;;;;;;;;
3d;23;m;976;531;1049;380;;167,7200048;;;;;;;;
3d;23;m;971;537;1049;388;;168,1814496;;;;;;;;
3d;23;m;967;542;1049;396;;167,4514855;;;;;;;;
3d;23;m;962;547;1049;405;;166,5322792;;;;;;;;
3d;23;m;957;553;1048;409;;170,3437701;;;;;;;;
3d;23;m;952;558;1048;417;;170,5784277;;;;;;;;
3d;23;m;946;563;1048;425;;171,6041958;;;;;;;;
3d;23;m;941;568;1047;435;;170,0735135;;;;;;;;
3d;23;m;936;572;1046;438;;173,3666635;;;;;;;;
3d;23;m;930;577;1043;446;;173,0028901;;;;;;;;
3d;23;m;924;581;1042;456;;171,8982257;;;;;;;;
3d;23;m;919;586;1039;467;;169;;;;;;;;
3d;23;m;913;590;1038;470;;173,2772345;;;;;;;;
3d;23;m;907;594;1035;478;;172,7425831;;;;;;;;
3d;23;m;901;598;1030;489;;168,884576;;;;;;;;
3d;23;m;895;601;1026;498;;166,6433317;;;;;;;;
3d;23;m;889;605;1024;503;;169,2010638;;;;;;;;
3d;23;m;882;608;1019;512;;167,2871782;;;;;;;;
3d;23;m;876;612;1014;524;;163,6704005;;;;;;;;
3d;23;m;870;615;1011;529;;165,1575006;;;;;;;;
3d;23;m;863;618;1006;536;;164,8423489;;;;;;;;
3d;23;m;857;620;1001;543;;163,294213;;;;;;;;
3d;23;m;850;623;994;550;;161,4465856;;;;;;;;
3d;23;m;844;626;991;553;;164,1279988;;;;;;;;
3d;23;m;837;628;986;559;;164,2010962;;;;;;;;
3d;23;m;830;630;982;563;;166,1114084;;;;;;;;
3d;23;m;824;632;977;567;;166,2347737;;;;;;;;
3d;23;m;817;634;975;568;;171,2308383;;;;;;;;
3d;23;m;810;635;969;571;;171,3971995;;;;;;;;
3d;23;m;803;637;963;574;;171,9563898;;;;;;;;
3d;23;m;797;638;958;576;;172,5253605;;;;;;;;
3d;23;m;790;639;956;577;;177,2004515;;;;;;;;
3d;23;m;783;640;950;580;;177,4514018;;;;;;;;
3d;23;m;776;641;944;583;;177,7301325;;;;;;;;
3d;23;m;769;641;937;587;;176,465294;;;;;;;;
3d;23;m;762;641;934;588;;179,9805545;;;;;;;;
3d;23;m;754;641;929;590;;182,2800044;;;;;;;;
3d;23;m;747;640;922;593;;181,2015452;;;;;;;;
3d;23;m;739;639;916;595;;182,3869513;;;;;;;;
3d;23;m;732;638;912;596;;184,8350616;;;;;;;;
3d;23;m;724;637;905;598;;185,15399;;;;;;;;
3d;23;m;717;635;898;600;;184,3529224;;;;;;;;
3d;23;m;710;633;895;601;;187,7471704;;;;;;;;
3d;23;m;702;632;889;602;;189,3911297;;;;;;;;
3d;23;m;695;630;883;603;;189,9289341;;;;;;;;
3d;23;m;688;627;875;604;;188,4091293;;;;;;;;
3d;23;m;681;625;872;604;;192,1509823;;;;;;;;
3d;23;m;673;623;866;604;;193,9329781;;;;;;;;
3d;23;m;666;620;860;604;;194,6586756;;;;;;;;
3d;23;m;659;617;853;604;;194,4350791;;;;;;;;
3d;23;m;653;614;849;604;;196,2549362;;;;;;;;
3d;23;m;646;611;841;604;;195,1256006;;;;;;;;
3d;23;m;639;608;835;604;;196,0408121;;;;;;;;
3d;23;m;633;604;828;604;;195;;;;;;;;
3d;23;m;626;601;825;604;;199,0226118;;;;;;;;
3d;23;m;620;597;816;604;;196,1249602;;;;;;;;
3d;23;m;614;593;808;605;;194,3707797;;;;;;;;
3d;23;m;607;589;802;605;;195,6553092;;;;;;;;
3d;23;m;601;585;798;605;;198,0126259;;;;;;;;
3d;23;m;595;580;789;606;;195,7345141;;;;;;;;
3d;23;m;590;576;780;607;;192,5123373;;;;;;;;
3d;23;m;584;571;772;607;;191,4157778;;;;;;;;
3d;23;m;579;567;768;607;;193,1864384;;;;;;;;
3d;23;m;573;562;760;608;;192,5746608;;;;;;;;
3d;23;m;568;557;751;608;;189,9736824;;;;;;;;
3d;23;m;563;552;743;607;;188,2153022;;;;;;;;
3d;23;m;558;547;739;607;;190,6856051;;;;;;;;
3d;23;m;553;541;732;606;;190,4363411;;;;;;;;
3d;23;m;549;536;723;605;;187,1817299;;;;;;;;
3d;23;m;544;530;716;604;;187,2431574;;;;;;;;
3d;23;m;540;525;713;604;;190,1841213;;;;;;;;
3d;23;m;536;519;706;602;;189,1798086;;;;;;;;
3d;23;m;532;513;699;600;;188,3029474;;;;;;;;
3d;23;m;528;507;691;598;;186,681547;;;;;;;;
3d;23;m;524;501;688;597;;190,0315763;;;;;;;;
3d;23;m;521;495;679;595;;186,9866305;;;;;;;;
3d;23;m;518;489;672;592;;185,2700731;;;;;;;;
3d;23;m;515;483;668;590;;186,7029727;;;;;;;;
3d;23;m;512;476;660;586;;184,4017353;;;;;;;;
3d;23;m;509;470;652;582;;181,6397534;;;;;;;;
3d;23;m;506;463;646;579;;181,8130908;;;;;;;;
3d;23;m;504;457;643;576;;182,9808733;;;;;;;;
3d;23;m;502;450;634;572;;179,7442628;;;;;;;;
3d;23;m;500;444;627;569;;178,1965207;;;;;;;;
3d;23;m;498;437;619;564;;175,4137965;;;;;;;;
3d;23;m;497;430;616;562;;177,7216925;;;;;;;;
3d;23;m;495;424;609;557;;175,1713447;;;;;;;;
3d;23;m;494;417;602;552;;172,8843544;;;;;;;;
3d;23;m;493;410;595;548;;171,6041958;;;;;;;;
3d;23;m;492;403;592;546;;174,4964183;;;;;;;;
3d;23;m;492;397;587;543;;174,1866815;;;;;;;;
3d;23;m;491;390;580;539;;173,5569071;;;;;;;;
3d;23;m;491;383;575;534;;172,7917822;;;;;;;;
3d;23;m;491;376;572;532;;175,7754249;;;;;;;;
3d;23;m;491;369;567;526;;174,4276354;;;;;;;;
3d;23;m;491;362;562;521;;174,1321337;;;;;;;;
3d;23;m;491;355;558;516;;174,3846324;;;;;;;;
3d;23;m;491;347;556;514;;179,2037946;;;;;;;;
3d;23;m;491;339;551;508;;179,3348823;;;;;;;;
3d;23;m;492;332;546;501;;177,4175865;;;;;;;;
3d;23;m;492;324;543;494;;177,4852107;;;;;;;;
3d;23;m;493;317;541;491;;180,4993075;;;;;;;;
3d;23;m;494;310;537;484;;179,2344833;;;;;;;;
3d;23;m;495;302;534;478;;180,2692431;;;;;;;;
3d;23;m;497;295;531;470;;178,2722637;;;;;;;;
3d;23;m;498;288;529;465;;179,6941847;;;;;;;;
3d;23;m;500;281;527;457;;178,058979;;;;;;;;
3d;23;m;502;274;524;446;;173,4012687;;;;;;;;
3d;23;m;504;267;522;434;;167,9672587;;;;;;;;
3d;23;m;507;260;522;430;;170,6604817;;;;;;;;
3d;23;m;509;253;520;418;;165,3662602;;;;;;;;
3d;23;m;512;246;520;405;;159,2011306;;;;;;;;
3d;23;m;515;239;520;400;;161,077621;;;;;;;;
3d;23;m;518;233;520;388;;155,0129027;;;;;;;;
3d;23;m;521;226;520;374;;148,0033783;;;;;;;;
3d;23;m;525;220;521;362;;142,0563269;;;;;;;;
3d;23;m;529;214;521;356;;142,2251736;;;;;;;;
3d;23;m;532;207;522;343;;136,3671515;;;;;;;;
3d;23;m;536;201;523;332;;131,6434579;;;;;;;;
3d;23;m;540;196;524;322;;127,0118105;;;;;;;;
